file_name,invoice_number,invoice_date,vendor_name,total_amount,subtotal,tax,currency,blur_score,contrast_score,ocr_confidence,num_missing_fields,has_critical_missing,num_pages,file_size_kb,vendor_freq
cord_00000.jpg,CORD-00000,2024-01-01,Vendor_0,4618.921196144044,431.870707013547,456.5396591528525,USD,69.53319641172313,28.78235083123875,0.9077242087186163,0,0,1,461.06643428950304,0.0999091613034041
cord_00001.jpg,CORD-00001,2024-01-01,Vendor_1,795.0296117416439,2955.0555061317364,91.09586033868891,USD,63.75764238823871,42.25406686057649,0.8356625133452601,0,0,1,407.91379153714394,0.06804301445532702
cord_00002.jpg,CORD-00002,2024-01-01,Vendor_2,2317.753320846588,3041.1380021626774,261.5102345039365,USD,67.84598257488489,26.170287765655488,0.9239158363903852,1,0,1,493.84374985310296,0.030913254652391964
cord_00003.jpg,CORD-00003,2024-01-01,Vendor_3,3934.4059855099154,1038.636336046367,252.76549043419547,USD,64.60789769649584,28.966748252661425,0.7236214361552035,0,0,1,187.8665765523405,0.01863572755968995
cord_00004.jpg,CORD-00004,2024-01-01,Vendor_4,3200.702840602347,2626.5028571828743,132.12996003655846,USD,67.59428095732702,41.263443939910985,0.9255622007619878,0,0,1,186.56506699999005,0.06402804152213282
cord_00005.jpg,CORD-00005,2024-01-01,Vendor_5,4254.516644228343,3274.8348533189496,135.9662106091473,USD,44.3672855730878,35.452870932860485,0.7557261081245119,0,0,1,193.44196930106202,0.09545280422806386
cord_00006.jpg,CORD-00006,2024-01-01,Vendor_6,280.15962925834435,3958.6692664674547,327.36158857684467,USD,39.814920432947154,21.25017003711665,0.8585819557542667,0,0,1,242.96535663341544,0.06404639124729107
cord_00007.jpg,CORD-00007,2024-01-01,Vendor_7,1105.7128340571549,2192.695638077359,481.3046211919674,USD,57.587379349556784,25.976906627892326,0.7913946286132649,1,0,1,470.1528244800641,0.09247933619244483
cord_00008.jpg,CORD-00008,2024-01-01,Vendor_8,1353.116604916114,4337.3956890635845,111.80840620217123,USD,68.82078669658088,30.023014661384835,0.7440917259752706,0,0,1,220.75479302108923,0.07233296892464042
cord_00009.jpg,CORD-00009,2024-01-01,Vendor_9,3005.5602709418627,210.24269536940557,274.77667887129746,USD,46.80064747215631,31.4642465002528,0.7901900996560863,0,0,1,139.47039968285907,0.03259585982018091
cord_00010.jpg,CORD-00010,2024-01-01,Vendor_10,4553.412895441243,145.29936104355593,89.26717090324642,USD,53.5638980743593,38.076612054696284,0.7690847784242189,2,0,1,140.10511958690932,0.003302132775999473
cord_00011.jpg,CORD-00011,2024-01-01,Vendor_11,1798.5176227464583,791.1523281784731,92.74166948020975,USD,49.15273442549676,41.92138459190228,0.734773567171183,0,0,1,326.38335001800147,0.018754500556078878
cord_00012.jpg,CORD-00012,2024-01-01,Vendor_12,2837.4905821670322,3278.398474486299,230.71669380349064,USD,51.986873366581335,40.76510133688142,0.9035209639109196,0,0,1,129.90745236615612,0.09542853671887941
cord_00013.jpg,CORD-00013,2024-01-01,Vendor_13,2226.413079400628,3386.211968780013,274.2361767144433,USD,30.635153162605558,41.87076087385812,0.8301650119278249,0,0,1,389.8890219840757,0.04272466667006584
cord_00014.jpg,CORD-00014,2024-01-01,Vendor_14,3493.4864882228812,1279.6196858596732,289.85909036110496,USD,53.08500227524441,35.94704094832301,0.758121698914614,0,0,1,290.48413347652536,0.03770124010330389
cord_00015.jpg,CORD-00015,2024-01-01,Vendor_15,432.5210976827868,3876.3256196126113,216.0686990316612,USD,54.210387663362475,35.98532829346411,0.8365483574736149,0,0,1,137.19419544378422,0.06857702542827566
cord_00016.jpg,CORD-00016,2024-01-01,Vendor_16,1995.7058006981456,3857.7527759584623,395.63236336264407,USD,62.34618431282434,43.681235402259794,0.8786549910990458,0,0,1,445.24143294830617,0.019238206455941816
cord_00017.jpg,CORD-00017,2024-01-01,Vendor_17,1628.692284732376,695.8842894364018,98.89048305114666,USD,48.86166655942479,39.51242077475892,0.8405472521082956,0,0,1,163.7668131015672,0.03831217153856371
cord_00018.jpg,CORD-00018,2024-01-01,Vendor_18,1841.8614236975648,4312.714136137204,106.54532491880981,USD,37.66948452655524,27.516934557447932,0.7688968031387364,0,0,1,214.2171059707395,0.049668865726745524
cord_00019.jpg,CORD-00019,2024-01-01,Vendor_19,1933.3123283171974,610.5641051923009,486.27073414408284,USD,60.01951074266688,22.924317306201036,0.793499700692406,1,0,1,119.5887480667173,0.04295167296148925
cord_00020.jpg,CORD-00020,2024-01-01,Vendor_20,971.3671563914556,978.7949320969504,182.91301237470444,USD,64.4041499344173,33.87636740047147,0.7776577964584059,0,0,1,162.48865276072237,0.05944552273836225
cord_00021.jpg,CORD-00021,2024-01-01,Vendor_21,4565.182582627882,2966.2232687795236,133.21039852633584,USD,53.07183422457309,34.09442799261193,0.7256913243468772,0,0,1,181.8940899799055,0.030877763627730984
