file_name,blur_score,contrast_score,ocr_confidence,num_pages_fake,blur_ocr_interaction,blur_contrast_ratio,ocr_blur_product,blur_squared,ocr_squared,contrast_squared,overall_image_quality,is_critical_low_blur,is_low_blur,is_excellent_blur,is_low_ocr,is_medium_ocr,is_high_ocr,is_low_contrast,is_multipage,is_high_risk_ocr,is_multipage_low_quality,label_quality_bad
INVOICE.jpg,15.653840943006381,23.26823795414233,0.8534049473741246,1,13.159047779914577,0.7156975786871642,0.1315904777991457,277.32315105131613,0.6243998664288687,541.4108974905897,0.431388472018067,1,1,0,0,1,0,1,0,0,0,1
651220.jpg,34.95980784467796,24.49611718890745,0.838998238078434,1,28.892057905088084,1.5182521840537186,0.2889205790508808,1383.1916755735704,0.6034962650023289,600.0597573326872,0.5010593088268765,0,1,0,0,1,0,1,0,0,0,1
INVOICE.jpg,41.75521908839651,23.74455909386129,0.7618453963630136,1,31.33473348761221,1.8707630574383125,0.313347334876122,1973.1760085106296,0.4976066597732487,563.8040865618709,0.499855020037181,0,1,0,0,1,0,1,0,1,0,0
INVOICE.jpg,65.13466406396842,18.90643960813147,0.8789684364800586,1,56.39412316091428,3.665004812324668,0.5639412316091428,4801.408400550044,0.6623675517217067,357.4534586559225,0.6151864467534378,0,0,0,0,1,0,1,0,0,0,0
16870634.jpg,55.7416769681455,28.193658187818787,0.7266868632037586,1,39.90026042720533,2.1032976228467595,0.3990026042720533,3516.449243120284,0.452738166283366,794.8823620115613,0.5494364859320073,0,0,0,1,0,0,1,0,0,0,0
nan.jpg,60.12387281104237,43.43003622876029,0.8545609871097938,1,50.61024044352645,1.4727495277830691,0.5061024044352644,4091.082030102308,0.6260926617713178,1886.168046831432,0.6376666169658561,0,0,0,0,1,0,0,0,0,0,0
INVOICE.jpg,26.569561749132504,50.8104898282088,0.7719363701944594,2,20.20292657041262,0.5562924262638503,0.2020292657041262,798.9379940481723,0.5108759941949566,2581.70587658251,0.4840480966833068,1,1,0,0,1,0,0,1,1,1,1
INVOICE.jpg,17.800974086388234,35.86698961083443,0.8031294913236307,1,14.082434262279468,0.5279842594087248,0.1408243426227946,358.6177890722787,0.5529980965652895,1286.440943743705,0.4482876481460404,1,1,0,0,1,0,0,0,1,0,1
INVOICE.jpg,94.0,24.72197651456693,1.0,1,93.19424137470136,4.044983858636592,0.9319424137470136,10000.0,0.8685166625406099,611.1761227867986,0.7756237978405885,0,0,1,0,0,1,1,0,0,0,0
INVOICE.jpg,32.93183262452816,40.57385126692681,0.8428770273129935,1,27.34188848161087,0.8634591624107689,0.2734188848161087,1227.371661396489,0.609089234543886,1646.2374066306982,0.5269208204482462,0,1,0,0,1,0,0,0,0,0,0
INVOICE.jpg,60.18304910335865,55.34618983099828,1.0,1,62.42078040437589,1.1568008450341831,0.6242078040437589,4099.139202554638,0.9505297658257268,3063.200728808897,0.7260111070500663,0,0,0,0,0,1,0,0,0,0,0
INVOICE.jpg,66.10536793076157,19.8335412711954,0.7488666450669609,1,48.76290888812695,3.545753881944942,0.4876290888812695,4945.585863808694,0.4807966838939004,393.3693593562113,0.57849235540026,0,0,0,1,0,0,1,0,0,0,1
INVOICE.jpg,45.67747060594678,19.017042675306968,0.8415850478319231,1,37.865914386078586,2.555237010850963,0.3786591438607859,2361.2848811194344,0.60722341626737,361.6479121144464,0.5308456689077273,0,1,0,0,1,0,1,0,0,0,1
INVOICE.jpg,25.800790985820335,32.25458787296742,0.9075077743084016,2,23.063847914635623,0.8509688371169766,0.2306384791463562,753.3734896944184,0.7060788412467324,1040.358438854977,0.4880090257004905,1,1,0,0,1,0,0,1,0,1,1
nan.jpg,41.20392702581462,49.02467353077484,1.0,1,41.84253786536912,0.8941204677159656,0.4184253786536912,1921.416480702418,0.9112017059283288,2403.4186147990554,0.635567324817221,0,1,0,0,0,1,0,0,0,0,0
14296128.jpg,31.524022847539474,18.97441647862257,0.8182166746399469,3,25.40729033253296,1.7674426398830103,0.2540729033253295,1124.6763427933352,0.5739699302630766,360.0284807042238,0.4454883249984604,1,1,0,0,1,0,1,1,0,1,1
INVOICE.jpg,48.11160227240021,41.72337072414744,0.950904259094449,1,45.06454640729269,1.2267118761956253,0.4506454640729269,2619.653998661868,0.7752219735630683,1740.839664584644,0.6207491033786993,0,0,0,0,0,1,0,0,0,0,0
INVOICE.jpg,54.65109166620656,29.17291865545989,0.9516294972597844,1,51.22891143322551,1.992925627808649,0.5122891143322551,3380.196718320634,0.7764049211719048,851.0591828780796,0.6202323927647514,0,0,0,0,0,1,1,0,0,0,1
nan.jpg,48.86425102254613,37.64155024985331,1.0,2,50.2468491507894,1.381007000046755,0.5024684915078941,2702.2578406455414,0.9343097507597758,1416.8863052122315,0.628866742276403,0,0,0,0,0,1,0,1,0,1,0
INVOIC.jpg,59.185168584303696,32.4741436335556,0.6131611587354449,1,35.74669675837697,1.9388638565522367,0.3574669675837697,3964.332481159404,0.3223307669596993,1054.5700047327996,0.5340282306010644,0,0,0,1,0,0,0,0,0,0,0
INVOICE.jpg,60.896718046776066,42.53694436280298,0.919264384563109,1,55.14202525333212,1.5229994079359612,0.5514202525333212,4196.933305645703,0.7244916055608637,1809.3916357241965,0.6597267420925055,0,0,0,0,0,1,0,0,0,0,0
nan.jpg,49.03700658300961,40.67835899870271,0.7901972747269764,1,38.168744053056535,1.2824270270842075,0.3816874405305654,2721.3988395451884,0.5353324185407583,1654.728890827338,0.5700237671196982,0,0,0,0,1,0,0,0,0,0,1
INVOICE.jpg,56.65355964822392,58.54482034278234,0.9867105660076598,1,55.06369770178068,1.0294632885416006,0.5506369770178067,3632.4420787854974,0.8347031387784262,3427.4959889686606,0.6978010588167768,0,0,0,0,0,1,0,0,0,0,0
nan.jpg,37.99556609937655,25.81422535469497,0.8329306021495596,1,31.173827571086584,1.565834840213416,0.3117382757108659,1633.842285210607,0.5947988580223147,666.3742306629767,0.5130325168666481,0,1,0,0,1,0,1,0,0,0,0
