sample_id,weight,slice
0,0.31649575895682996,low
1,0.31649575895682996,low
2,0.31649575895682996,low
3,0.31649575895682996,low
4,0.31649575895682996,low
5,0.31649575895682996,low
6,0.31649575895682996,low
7,0.31649575895682996,low
8,0.31649575895682996,low
9,0.31649575895682996,low
10,0.31649575895682996,low
11,2.2999080036798527,medium
12,0.31649575895682996,low
13,0.31649575895682996,low
14,0.31649575895682996,low
15,2.2999080036798527,medium
16,0.31649575895682996,low
17,0.31649575895682996,low
18,0.31649575895682996,low
19,0.31649575895682996,low
20,0.31649575895682996,low
21,0.31649575895682996,low
22,0.31649575895682996,low
23,2.2999080036798527,medium
24,0.31649575895682996,low
25,0.31649575895682996,low
26,0.31649575895682996,low
27,0.31649575895682996,low
28,2.5278058645096055,
29,0.31649575895682996,low
30,0.31649575895682996,low
31,0.31649575895682996,low
32,0.31649575895682996,low
33,2.5278058645096055,
34,2.2999080036798527,medium
35,2.5278058645096055,
36,0.31649575895682996,low
37,0.31649575895682996,low
38,0.31649575895682996,low
39,0.31649575895682996,low
40,0.31649575895682996,low
41,2.2999080036798527,medium
42,0.31649575895682996,low
43,0.31649575895682996,low
44,0.31649575895682996,low
45,0.31649575895682996,low
46,0.31649575895682996,low
47,2.5278058645096055,
48,0.31649575895682996,low
49,0.31649575895682996,low
50,0.31649575895682996,low
51,0.31649575895682996,low
52,0.31649575895682996,low
53,0.31649575895682996,low
54,0.31649575895682996,low
55,0.31649575895682996,low
56,0.31649575895682996,low
57,0.31649575895682996,low
58,0.31649575895682996,low
59,2.2999080036798527,medium
60,0.31649575895682996,low
61,0.31649575895682996,low
62,0.31649575895682996,low
63,0.31649575895682996,low
64,0.31649575895682996,low
65,0.31649575895682996,low
66,2.2999080036798527,medium
67,0.31649575895682996,low
68,0.31649575895682996,low
69,2.2999080036798527,medium
70,0.31649575895682996,low
71,0.31649575895682996,low
72,0.31649575895682996,low
73,0.31649575895682996,low
74,0.31649575895682996,low
75,0.31649575895682996,low
76,2.2999080036798527,medium
77,2.2999080036798527,medium
78,2.5278058645096055,
79,0.31649575895682996,low
80,0.31649575895682996,low
81,2.5278058645096055,
82,0.31649575895682996,low
83,0.31649575895682996,low
84,0.31649575895682996,low
85,0.31649575895682996,low
86,2.2999080036798527,medium
87,0.31649575895682996,low
88,0.31649575895682996,low
89,0.31649575895682996,low
90,0.31649575895682996,low
91,0.31649575895682996,low
92,0.31649575895682996,low
93,0.31649575895682996,low
94,0.31649575895682996,low
95,0.31649575895682996,low
96,0.31649575895682996,low
97,0.31649575895682996,low
98,0.31649575895682996,low
99,0.31649575895682996,low
100,0.31649575895682996,low
101,0.31649575895682996,low
102,0.31649575895682996,low
103,0.31649575895682996,low
104,0.31649575895682996,low
105,0.31649575895682996,low
106,0.31649575895682996,low
107,0.31649575895682996,low
108,0.31649575895682996,low
109,2.5278058645096055,
110,0.31649575895682996,low
111,0.31649575895682996,low
112,0.31649575895682996,low
113,0.31649575895682996,low
114,0.31649575895682996,low
115,0.31649575895682996,low
116,2.2999080036798527,medium
117,0.31649575895682996,low
118,0.31649575895682996,low
119,2.2999080036798527,medium
120,0.31649575895682996,low
121,0.31649575895682996,low
122,0.31649575895682996,low
123,0.31649575895682996,low
124,0.31649575895682996,low
125,0.31649575895682996,low
126,0.31649575895682996,low
127,0.31649575895682996,low
128,0.31649575895682996,low
129,0.31649575895682996,low
130,0.31649575895682996,low
131,2.5278058645096055,
132,0.31649575895682996,low
133,0.31649575895682996,low
134,0.31649575895682996,low
135,0.31649575895682996,low
136,0.31649575895682996,low
137,2.5278058645096055,
138,0.31649575895682996,low
139,2.2999080036798527,medium
140,0.31649575895682996,low
141,0.31649575895682996,low
142,0.31649575895682996,low
143,0.31649575895682996,low
144,0.31649575895682996,low
145,0.31649575895682996,low
146,2.2999080036798527,medium
147,0.31649575895682996,low
148,0.31649575895682996,low
149,0.31649575895682996,low
150,2.5278058645096055,
151,2.5278058645096055,
152,2.2999080036798527,medium
153,2.5278058645096055,
154,0.31649575895682996,low
155,2.5278058645096055,
156,0.31649575895682996,low
157,0.31649575895682996,low
158,0.31649575895682996,low
159,0.31649575895682996,low
160,0.31649575895682996,low
161,0.31649575895682996,low
162,0.31649575895682996,low
163,0.31649575895682996,low
164,0.31649575895682996,low
165,0.31649575895682996,low
166,2.5278058645096055,
167,0.31649575895682996,low
168,2.2999080036798527,medium
169,0.31649575895682996,low
170,2.5278058645096055,
171,2.5278058645096055,
172,2.5278058645096055,
173,0.31649575895682996,low
174,2.5278058645096055,
175,2.5278058645096055,
176,0.31649575895682996,low
177,0.31649575895682996,low
178,0.31649575895682996,low
179,0.31649575895682996,low
180,0.31649575895682996,low
181,0.31649575895682996,low
182,2.5278058645096055,
183,0.31649575895682996,low
184,0.31649575895682996,low
185,0.31649575895682996,low
186,0.31649575895682996,low
187,0.31649575895682996,low
188,0.31649575895682996,low
189,2.2999080036798527,medium
190,0.31649575895682996,low
191,0.31649575895682996,low
192,0.31649575895682996,low
193,0.31649575895682996,low
194,0.31649575895682996,low
195,0.31649575895682996,low
196,0.31649575895682996,low
197,0.31649575895682996,low
198,0.31649575895682996,low
199,0.31649575895682996,low
200,0.31649575895682996,low
201,0.31649575895682996,low
202,0.31649575895682996,low
203,2.2999080036798527,medium
204,0.31649575895682996,low
205,0.31649575895682996,low
206,0.31649575895682996,low
207,0.31649575895682996,low
208,0.31649575895682996,low
209,0.31649575895682996,low
210,0.31649575895682996,low
211,0.31649575895682996,low
212,0.31649575895682996,low
213,0.31649575895682996,low
214,0.31649575895682996,low
215,2.2999080036798527,medium
216,0.31649575895682996,low
217,0.31649575895682996,low
218,2.5278058645096055,
219,0.31649575895682996,low
220,0.31649575895682996,low
221,0.31649575895682996,low
222,2.2999080036798527,medium
223,0.31649575895682996,low
224,0.31649575895682996,low
225,0.31649575895682996,low
226,0.31649575895682996,low
227,0.31649575895682996,low
228,0.31649575895682996,low
229,2.5278058645096055,
230,0.31649575895682996,low
231,2.5278058645096055,
232,0.31649575895682996,low
233,0.31649575895682996,low
234,2.2999080036798527,medium
235,0.31649575895682996,low
236,2.5278058645096055,
237,2.5278058645096055,
238,0.31649575895682996,low
239,0.31649575895682996,low
240,0.31649575895682996,low
241,2.2999080036798527,medium
242,0.31649575895682996,low
243,0.31649575895682996,low
244,2.5278058645096055,
245,0.31649575895682996,low
246,0.31649575895682996,low
247,0.31649575895682996,low
248,2.2999080036798527,medium
249,2.2999080036798527,medium
250,0.31649575895682996,low
251,0.31649575895682996,low
252,2.5278058645096055,
253,0.31649575895682996,low
254,2.5278058645096055,
255,0.31649575895682996,low
256,0.31649575895682996,low
257,0.31649575895682996,low
258,0.31649575895682996,low
259,0.31649575895682996,low
260,0.31649575895682996,low
261,0.31649575895682996,low
262,2.2999080036798527,medium
263,0.31649575895682996,low
264,0.31649575895682996,low
265,0.31649575895682996,low
266,0.31649575895682996,low
267,0.31649575895682996,low
268,0.31649575895682996,low
269,0.31649575895682996,low
270,0.31649575895682996,low
271,2.5278058645096055,
272,0.31649575895682996,low
273,0.31649575895682996,low
274,0.31649575895682996,low
275,0.31649575895682996,low
276,0.31649575895682996,low
277,0.31649575895682996,low
278,0.31649575895682996,low
279,0.31649575895682996,low
280,0.31649575895682996,low
281,0.31649575895682996,low
282,0.31649575895682996,low
283,0.31649575895682996,low
284,0.31649575895682996,low
285,0.31649575895682996,low
286,0.31649575895682996,low
287,0.31649575895682996,low
288,2.2999080036798527,medium
289,2.5278058645096055,
290,2.2999080036798527,medium
291,0.31649575895682996,low
292,0.31649575895682996,low
293,0.31649575895682996,low
294,0.31649575895682996,low
295,2.5278058645096055,
296,0.31649575895682996,low
297,0.31649575895682996,low
298,0.31649575895682996,low
299,0.31649575895682996,low
300,0.31649575895682996,low
301,0.31649575895682996,low
302,2.5278058645096055,
303,2.5278058645096055,
304,0.31649575895682996,low
305,0.31649575895682996,low
306,0.31649575895682996,low
307,2.2999080036798527,medium
308,0.31649575895682996,low
309,0.31649575895682996,low
310,0.31649575895682996,low
311,0.31649575895682996,low
312,2.2999080036798527,medium
313,0.31649575895682996,low
314,0.31649575895682996,low
315,0.31649575895682996,low
316,2.2999080036798527,medium
317,0.31649575895682996,low
318,0.31649575895682996,low
319,0.31649575895682996,low
320,0.31649575895682996,low
321,0.31649575895682996,low
322,0.31649575895682996,low
323,0.31649575895682996,low
324,0.31649575895682996,low
325,0.31649575895682996,low
326,2.2999080036798527,medium
327,0.31649575895682996,low
328,0.31649575895682996,low
329,0.31649575895682996,low
330,0.31649575895682996,low
331,0.31649575895682996,low
332,0.31649575895682996,low
333,2.5278058645096055,
334,0.31649575895682996,low
335,0.31649575895682996,low
336,2.5278058645096055,
337,0.31649575895682996,low
338,0.31649575895682996,low
339,0.31649575895682996,low
340,2.2999080036798527,medium
341,0.31649575895682996,low
342,0.31649575895682996,low
343,0.31649575895682996,low
344,0.31649575895682996,low
345,0.31649575895682996,low
346,0.31649575895682996,low
347,0.31649575895682996,low
348,0.31649575895682996,low
349,0.31649575895682996,low
350,0.31649575895682996,low
351,0.31649575895682996,low
352,2.2999080036798527,medium
353,2.5278058645096055,
354,0.31649575895682996,low
355,0.31649575895682996,low
356,0.31649575895682996,low
357,0.31649575895682996,low
358,0.31649575895682996,low
359,0.31649575895682996,low
360,2.5278058645096055,
361,0.31649575895682996,low
362,2.2999080036798527,medium
363,0.31649575895682996,low
364,0.31649575895682996,low
365,0.31649575895682996,low
366,0.31649575895682996,low
367,0.31649575895682996,low
368,0.31649575895682996,low
369,2.2999080036798527,medium
370,0.31649575895682996,low
371,0.31649575895682996,low
372,2.2999080036798527,medium
373,0.31649575895682996,low
374,0.31649575895682996,low
375,0.31649575895682996,low
376,0.31649575895682996,low
377,0.31649575895682996,low
378,0.31649575895682996,low
379,2.5278058645096055,
380,0.31649575895682996,low
381,0.31649575895682996,low
382,0.31649575895682996,low
383,0.31649575895682996,low
384,0.31649575895682996,low
385,0.31649575895682996,low
386,0.31649575895682996,low
